"","device_id","id_type","latitude","longitude","horizontal_accuracy","timestamp","ip_address","device_os","os_version","user_agent","country","source_id","publisher_id","app_id","location_context","geohash"
"2044","d1309829-d97d-420a-ac7c-834382ac8b05","aaid",39.942177,-75.221176,12.636,1.6e+12,"","Android","9","","US",1,"a5e0511fc20559149c4a537284dbe886","68c51e782ef7b8c46aa740711859bc8a",1,"dr4e0r38593v"
"14164","C7D551DD-8ECB-40B2-A675-E74D26D6F7B0","idfa",33.4377,-94.12486,32,1.6e+12,"104.153.253.128","iOS","","","US",24,"79181a105bb9a94374311e2cd3400f2a","79244978b5ba2d6a2f5469a1576ac690",NA,"9vvn4phkewz2"
"525","b5440a1b-4ad6-4f3b-aeda-02ae0adabaf8","aaid",28.53,-81.4057,100,1.6e+12,"142.197.251.19","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"djn479dpm9w5"
"9717","f1d2f8f9-b535-48b3-9d23-63a5f8799129","aaid",47.8977,-97.0394,2,1.6e+12,"140.186.121.12","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"cbdbrzd064sm"
"7752","5a8d74c9-7091-4e9b-9734-f59316ea9755","aaid",41.28211,-111.95803,18.81,1.6e+12,"24.10.230.95","Android","10","Dalvik/2.1.0 (Linux; U; Android 10; SM-G975U Build/QP1A.190711.020)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"9x26u74tsyc8"
"17274","C5C5A3E1-ED97-4F2F-A561-E03FAE9FE765","idfa",40.60253,-74.0934,28,1.6e+12,"100.12.105.101","iOS","","","US",24,"79181a105bb9a94374311e2cd3400f2a","acc9e531d6ad8caaa36d6195a9af996f",NA,"dr5qczqyfsmq"
"4012","b03da8fb-2b2a-426f-a9ef-5c49748f8354","aaid",33.3561,-97.1803,45,1.6e+12,"47.222.25.70","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9vfvu873qgmu"
"22942","b646cb7e-d9ff-4eb1-a9c9-e2d8df7dda17","aaid",40.729687,-74.221115,220,1.6e+12,"","Android","","","US",24,"907602dad23f9b70a59dbfe7c62f0be1","2bfef19b8fdbfe3b5bf0cd388831d0df",NA,"dr5pxn9gdevm"
"5054","3715B6AF-FF8B-43D9-80B8-E4DE63622947","idfa",43.100613,-70.747604,21,1.6e+12,"24.114.86.141","iOS","13.5","Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML like Gecko) Mobile/15E148","US",30,"015ead645c4ef0d33c00095d37755212cca77e54b7fd1d301fc8ec8c171dbca0","",0,"drttnn5pm2d9"
"12082","CF1C43C9-A1D1-466C-B3BB-C27C1F37D93A","idfa",45.843037,-92.942,27,1.6e+12,"107.77.173.10","iOS","","","US",24,"79181a105bb9a94374311e2cd3400f2a","16d58dc82b8f575ce97c741facfdd1af",NA,"cbjuv13xn3kv"
"21732","FBE28D50-A1E5-4A14-B5E4-8C39C7EA69C4","idfa",40.7957,-77.8618,97,1.6e+12,"98.235.73.176","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dr28h4wu0t9n"
"19321","8f8ac598-b0af-4461-b543-4f046d6ee155","aaid",30.4216,-88.5232,99,1.6e+12,"99.131.22.129","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dj3j1d56evm4"
"22516","5c15aea3-63ae-4872-85da-45a315afe054","aaid",31.43124,-92.482025,17,1.6e+12,"104.59.119.84","Android","","","US",30,"452e95cc840058a3212ea3ce2e8a35c0704e3b60edae351fc5c64045948e3702","",1,"9vw4z9bshxgf"
"21039","784A4BEA-3A43-4241-A3F4-A9842077CB09","idfa",40.6952,-73.6596,19,1.6e+12,"174.204.129.24","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dr5xeb6dwzmy"
"11721","ccf09bf2-dae5-47b7-afeb-418757ea5e1c","aaid",32.3123,-106.7512,35,1.6e+12,"107.242.113.12","Android","","","US",24,"79181a105bb9a94374311e2cd3400f2a","3843b5f899f3b5820a22270b10d76759",NA,"9tspff60uc9e"
"11281","a4d247f1-3db4-4221-9bdf-e1f3ef6427f9","aaid",29.666035,-95.19746,3459.6956,1.6e+12,"75.31.80.118","Android","8","Mozilla/5.0 (Linux; Android 8.0.0; moto e5 supra Build/OCPS27.91-164-36; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36","US",24,"8b9b2a36b50aaabc1a7691242322d5c8","2930fc602a284375717036b24fd683e9",NA,"9vk2c8x34mxw"
"3264","c9ea8487-87fc-45ce-a6cd-e499de3e3357","aaid",40.7685,-73.9588,76,1.6e+12,"107.242.117.22","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dr5rvj8vep2w"
"5142","88f2db16-a6a9-4d23-b197-ece9c2ed2123","aaid",40.834324,-80.5427,22.51,1.6e+12,"174.251.209.86","Android","","","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"dpq8r1wt5j8w"
"1295","35FDFFDC-2C9E-4CEA-9264-A5AF8EEC01E2","idfa",41.7742,-87.6711,83,1.6e+12,"65.28.39.34","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dp3tsuzb77kh"
"13250","dd5a6099-be1c-449f-b4fa-c0c2c576e33c","aaid",33.5132,-112.083,17,1.6e+12,"174.26.77.168","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9tbq9kzssc1d"
"6167","4be927c8-dc41-45d9-8b06-ce41925fe5cc","aaid",32.609806,-117.0341,20,1.6e+12,"75.25.167.107","Android","10","Dalvik/2.1.0 (Linux; U; Android 10; Pixel 3a Build/QQ3A.200805.001)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"9muc8b6mgsrq"
"10952","bf725105-e442-4efe-9f9d-4036d8f1b43a","aaid",33.89868,-117.86783,6,1.6e+12,"","Android","","","US",24,"abdf882c25e08d9ba219fe33f17591fe","e24c17af1c270fd32eee89dc3bcea163",NA,"9qh0vg560s30"
"9464","e263d7ef-8275-43d2-b0ba-17815d147b55","aaid",37.6403,-122.0667,69,1.6e+12,"107.77.213.83","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9q9nnk1wxsse"
"19420","e12714c7-7368-451e-b360-7f71f12cd29f","aaid",41.7405,-87.6587,3,1.6e+12,"99.203.92.207","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dp3tmq8uh32t"
"12438","cd0473ab-5095-4522-8cbc-019d105de79f","aaid",42.247437,-70.9979,36,1.6e+12,"100.0.116.159","Android","","","US",24,"79181a105bb9a94374311e2cd3400f2a","cb67945d0c0f27f9d2269daaa320f102",NA,"drt826uvhuzr"
"5022","33b56ca7-6314-4937-bee8-655c9c145f6c","aaid",31.779995,-106.19988,15.01,1.6e+12,"72.177.51.116","Android","9","Dalvik/2.1.0 (Linux; U; Android 9; LM-Q720 Build/PKQ1.190302.001)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"9tskz37egkkn"
"1696","C582D696-AE15-48AB-8A58-C950B4058281","idfa",40.3473,-75.9305,4,1.6e+12,"174.60.47.147","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dr4j81j054nk"
"4545","6627686b-5183-41f3-8e50-616f427eed79","aaid",33.7217,-84.3339,35,1.6e+12,"174.196.2.128","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"djupbfvgjsq0"
"20251","c3fb5b23-fcc5-4a91-9e8b-2640605d9c7f","aaid",43.446033,-83.906944,23,1.6e+12,"104.178.224.127","Android","","","US",24,"79181a105bb9a94374311e2cd3400f2a","9e342c9b9de7cd62e11efad269662be3",NA,"dpsr4thg6rxs"
"3648","F4C734D9-DF94-4D3C-B779-6491DFE2C116","idfa",39.371,-104.859,100,1.6e+12,"71.205.83.199","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9wvrvzk08nj9"
"21358","8e8cf037-939c-498c-b9d3-fdc515a2c174","aaid",25.7612,-80.3137,91,1.6e+12,"172.58.14.168","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dhwfs3tmg5wr"
"9261","e72dd752-2f7a-4b91-95a4-8ba6571df421","aaid",40.790085,-74.01456,20,1.6e+12,"72.90.244.72","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dr725c85ryfm"
"10675","cc295466-116f-427f-b5d4-e534827183ee","aaid",36.13753,-115.19276,16.08,1.6e+12,"172.58.75.29","Android","9","Dalvik/2.1.0 (Linux; U; Android 9; LM-X420 Build/PKQ1.190302.001)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"9qqjddxhqhp4"
"20718","0370C4CA-9B98-4C62-A637-3FA7E047A01F","idfa",39.730103,-104.9078,6,1.6e+12,"73.229.230.176","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9xj6hb8kx5gt"
"6351","f98fda85-82f2-475d-ad1e-3e8ee696c160","aaid",35.284004,-80.85219,4.29,1.6e+12,"66.26.179.180","Android","9","Dalvik/2.1.0 (Linux; U; Android 9; SM-G950U Build/PPR1.180610.011)","US",18,"2A536D6FFD39F4E4","F328CE9DA12F4B59",NA,"dnq88pm0prng"
"659","ea57305d-8018-40f9-92c2-78064ead350d","aaid",39.0454,-82.6418,30,1.6e+12,"68.41.118.180","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dnvnp7ypfmze"
"14182","c303c791-513d-48a8-955b-e8e4e6879b70","aaid",41.39584,-72.83834,15,1.6e+12,"104.226.26.128","Android","","","US",24,"79181a105bb9a94374311e2cd3400f2a","481e1ab444c793caacf2028e3a8960f4",NA,"drk5qxbspxud"
"11405","f738f930-d482-427a-9d22-7790db65a623","aaid",32.86342,-97.01074,13.489,1.6e+12,"","Android","8.0.0","","US",1,"a5e0511fc20559149c4a537284dbe886","68c51e782ef7b8c46aa740711859bc8a",1,"9vg4bqwgmc5x"
"16203","b51017cf-930e-491a-97d9-61f95e00aa4b","aaid",40.56086,-74.99033,28,1.6e+12,"","Android","","","US",24,"abdf882c25e08d9ba219fe33f17591fe","e24c17af1c270fd32eee89dc3bcea163",NA,"dr4wtxcsns62"
"4797","972BBF02-D3AC-4A30-B0A2-BDCD27A9E43E","idfa",29.487305,-98.4532,4,1.6e+12,"173.173.118.249","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9v1zz8h840h2"
"9138","6241c762-dd0d-489a-8f05-c3aafc6e9fce","aaid",44.6139,-93.7604,33,1.6e+12,"24.248.200.254","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9zvmf3tyb3e7"
"13628","d5318af6-1471-4943-914f-e9531f8f3ddc","aaid",35.08539,-78.87937,19.3,1.6e+12,"71.217.208.80","Android","9","Dalvik/2.1.0 (Linux; U; Android 9; LM-Q720 Build/PKQ1.190302.001)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"dnpzt51g1qms"
"20634","66c0df5d-e835-4688-821c-ee8eca8acb7b","aaid",38.75989,-77.086075,13.49,1.6e+12,"72.196.210.172","Android","8","Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G930U Build/R16NW)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"dqchtb58sr2w"
"13903","09d5e091-e901-4c07-a213-856c4aae4fe0","aaid",34.065063,-117.312675,4,1.6e+12,"","Android","","","US",24,"abdf882c25e08d9ba219fe33f17591fe","e24c17af1c270fd32eee89dc3bcea163",NA,"9qh9f3re2s14"
"18498","70dad2da-0036-4ef4-8780-82a55efb623d","aaid",28.3732,-81.68708,16,1.6e+12,"","Android","","","US",24,"907602dad23f9b70a59dbfe7c62f0be1","2bfef19b8fdbfe3b5bf0cd388831d0df",NA,"djjcmjjmc5dp"
"17024","c83c8c65-ead1-4168-aa09-689b664cbd37","aaid",32.858444,-97.23929,16,1.6e+12,"104.179.240.55","Android","","","US",24,"79181a105bb9a94374311e2cd3400f2a","481e1ab444c793caacf2028e3a8960f4",NA,"9vffgm8w23gq"
"10559","4fbdc7fc-0b7b-4ac7-82ad-abf7ceb22f5f","aaid",39.9263,-75.05368,20.791,1.6e+12,"","Android","8.0.0","","US",1,"a5e0511fc20559149c4a537284dbe886","68c51e782ef7b8c46aa740711859bc8a",1,"dr4ehh7ed3z8"
"858","23aa71bf-e2b2-482f-863a-ebc5ad198811","aaid",32.75481,-117.08859,14,1.6e+12,"68.8.105.216","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9mudrdfdw51q"
"12087","CDE52292-57E9-4F94-8197-D9700A494C32","idfa",42.542,-71.774414,6,1.6e+12,"107.242.117.2","iOS","","","US",24,"79181a105bb9a94374311e2cd3400f2a","3eabe86e78a98f2db842fb461db169e0",NA,"drsfn8x3ngtc"
"7868","7e36e7cd-dab1-4106-b8d7-523e4043ef2c","aaid",30.799932,-88.23859,43.11,1.6e+12,"108.217.70.248","Android","6","Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-S727VL Build/MMB29M)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"dj3r0nfwegt1"
"7851","c2c22730-f9fe-4926-8c3d-73719a0e7bf3","aaid",41.98313,-91.63881,16.96,1.6e+12,"204.141.213.207","Android","10","Dalvik/2.1.0 (Linux; U; Android 10; Pixel 3 XL Build/QQ3A.200805.001)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"9zqyfdy9kyzm"
"21515","a1fa4da0-2d1d-41c2-9e49-bf990841d337","aaid",44.52554,-88.02139,24,1.6e+12,"","Android","","","US",24,"907602dad23f9b70a59dbfe7c62f0be1","2bfef19b8fdbfe3b5bf0cd388831d0df",NA,"dpcmm18u0fhk"
"7036","2ce2c97f-a898-416a-8b8e-807128f5a7d2","aaid",39.24121,-76.65271,12.935,1.6e+12,"","Android","10","","US",1,"a5e0511fc20559149c4a537284dbe886","68c51e782ef7b8c46aa740711859bc8a",0,"dqcrpxxhw7uv"
"1015","79E73623-5244-457D-B018-E7341A167BC2","idfa",39.1585,-77.0837,59,1.6e+12,"98.233.32.94","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dqcnvbt6g99g"
"9417","BC444A03-3E3E-438C-B03C-556D0B1DD6D1","idfa",36.3528,-119.3007,51,1.6e+12,"107.141.74.180","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9q7nv1zfkkb9"
"45","DA5BE762-3299-483D-AC8B-F913B09D73E9","idfa",32.796192,-96.8268,65,1.6e+12,"99.203.87.187","iOS","","","US",18,"2A536D6FFD39F4E4","A02C86BC7AD4759D",NA,"9vg4sdkgsj6f"
"17399","ce47325b-6ceb-4adc-ae99-8c7a634d51b0","aaid",33.5993,-111.95699,17,1.6e+12,"107.242.117.0","Android","","","US",24,"79181a105bb9a94374311e2cd3400f2a","c7e102eecc89e54e424466ce099177e9",NA,"9tbrhke6hgx3"
"11349","a3af7d28-9d4d-44dc-ada3-e6ad178de0fb","aaid",46.354298,-92.85257,20,1.6e+12,"","Android","","","US",24,"907602dad23f9b70a59dbfe7c62f0be1","2bfef19b8fdbfe3b5bf0cd388831d0df",NA,"cbjzxndc673u"
"5013","14107ec0-3698-4e7a-aa83-7c3fa6b3a116","aaid",41.944695,-87.866295,48.9,1.6e+12,"172.58.143.109","Android","10","Dalvik/2.1.0 (Linux; U; Android 10; Pixel 3a XL Build/QQ3A.200805.001)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"dp3w8ec9wcvb"
"9273","D5111DFE-D07B-45FC-8309-6C9C14D761E6","idfa",32.8131,-96.8141,99,1.6e+12,"107.77.201.130","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9vg4svqn5uvp"
"10629","5804e6ee-7126-477f-b137-47190a69d507","aaid",39.33659,-76.55047,13.789,1.6e+12,"","Android","8.0.0","","US",1,"a5e0511fc20559149c4a537284dbe886","68c51e782ef7b8c46aa740711859bc8a",1,"dqcxf118hzcd"
"15770","54E36FC9-BE87-4296-8CDB-DADAEC3A7441","idfa",39.9357,-75.1832,91,1.6e+12,"172.58.203.143","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dr4e1nj629cn"
"17876","8fcf7cfc-8684-4bc3-90e5-e38ef2e8bcc6","aaid",40.471138,-74.3338,24.23,1.6e+12,"69.122.54.28","Android","7","Dalvik/2.1.0 (Linux; U; Android 7.0; XT1575 Build/NPHS25.200-23-1)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"dr5nhrxc2yum"
"1944","20291150-DD7E-4ED7-B46F-B333C56EBC67","idfa",28.6311,-81.3659,64,1.6e+12,"73.205.143.134","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"djn4ukphjpuf"
"10459","48B3E771-7AFA-4117-A59E-411DD26E85EE","idfa",38.298134,-122.03215,65,1.6e+12,"73.252.190.147","iOS","","","US",18,"2A536D6FFD39F4E4","A02C86BC7AD4759D",NA,"9qc1z5fyuc9e"
"15100","545d6a55-486f-449d-9dd4-346a27bd841b","aaid",39.050797,-94.68857,14,1.6e+12,"104.37.31.27","Android","","","US",30,"452e95cc840058a3212ea3ce2e8a35c0704e3b60edae351fc5c64045948e3702","",1,"9yuwjkczkkn4"
"10479","9DBF2F06-71DC-426E-A3D4-88430C630369","idfa",32.676105,-97.27006,65.15,1.6e+12,"107.77.197.183","iOS","","","US",18,"2A536D6FFD39F4E4","A02C86BC7AD4759D",NA,"9vfcfsd057s1"
"21985","0692B71C-27E9-4F40-B244-5FDB1CD02688","idfa",38.7783,-77.1219,87,1.6e+12,"173.66.214.118","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dqcht53ecrm9"
"11722","C5C67841-5190-4AD4-8856-789285DFE2EF","idfa",40.699287,-89.612,36,1.6e+12,"104.1.28.239","iOS","","","US",24,"79181a105bb9a94374311e2cd3400f2a","aba84a631354937af3ae69f78f77fa48",NA,"dp0r8c4d9144"
"18082","50171E08-9F77-4D6D-B005-CD4C588BA885","idfa",32.496555,-92.101555,23,1.6e+12,"100.43.16.133","iOS","","","US",30,"81fe99a0c441b3b5f42f34c24151254ec51bb28fc985689d519e4d6b86c41743","",1,"9vy8b5vdnhzp"
"8790","57A2E249-1CFF-474B-BCE1-9797AAB5600A","idfa",27.532055,-97.885345,65,1.6e+12,"12.94.216.98","iOS","","","US",18,"2A536D6FFD39F4E4","A02C86BC7AD4759D",NA,"9ufkss41f5h2"
"3708","aa99181e-61a0-4375-91a7-18c7978d91f2","aaid",41.914894,-87.81244,31,1.6e+12,"107.77.173.20","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dp3w3y2gvyed"
"22407","5accba1f-15d2-42a4-8d91-963bbb2dd6a5","aaid",32.518513,-92.15791,1,1.6e+12,"104.153.253.133","Android","","","US",30,"3ccea98074885e324c058ecb5fb199a71b6b9f691a8e6760fb6f48cd40d4084f","",1,"9vy2yzudhfpk"
"18571","55e5b004-db12-4e17-857c-12dedfadbaf8","aaid",39.677017,-86.18199,7,1.6e+12,"108.192.72.171","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dp49wyupqh16"
"13104","6EAF40B6-5BC9-4CE7-9069-09BFDE06E5B3","idfa",33.5226,-86.8033,11,1.6e+12,"174.235.139.113","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"djfq8wxg291p"
"13448","76F6947E-1F8B-45F6-A2FD-7EB9C434C7A8","idfa",38.6142,-90.291,19,1.6e+12,"47.40.0.126","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9yzg9ms050wq"
"12165","C48E5A73-9F7C-44A2-BDC9-F597FAC65935","idfa",28.635473,-81.504166,18,1.6e+12,"104.136.100.53","iOS","","","US",24,"79181a105bb9a94374311e2cd3400f2a","cb67945d0c0f27f9d2269daaa320f102",NA,"djn4ckfmxr15"
"4535","42932705-370b-48d5-bc33-a0239a8f5e59","aaid",40.1768,-79.8619,68,1.6e+12,"98.239.199.245","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dpphw9yqff71"
"376","7c6651e1-a438-4837-a16f-fe372add2cec","aaid",39.11509,-123.1982,11,1.6e+12,"166.181.253.60","Android","10","Dalvik/2.1.0 (Linux; U; Android 10; SM-A505U Build/QP1A.190711.020)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"9qbqs89vcvns"
"20246","cbd84ff1-807a-41bd-a43b-d95d0ec7208c","aaid",34.285965,-84.158295,4,1.6e+12,"104.13.89.12","Android","","","US",24,"79181a105bb9a94374311e2cd3400f2a","73e3af5403866d8d8e38fd28c8c143ab",NA,"dnh5hctf1x55"
"2772","c9eb2a9e-e4b5-4a08-88b6-1177decc8924","aaid",36.1428,-80.3069,50,1.6e+12,"76.19.94.160","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dnqvsed71d5h"
"9357","a3042cba-e6ce-44d5-8a8c-4bdada942aa4","aaid",44.022,-88.5436,100,1.6e+12,"65.25.245.131","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dpc43juw8x3n"
"1176","A63F63B0-BA45-4577-8734-25CDD32DF5D4","idfa",43.1172,-88.3446,43,1.6e+12,"75.35.51.59","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dp9jm9jrvsqn"
"2546","43f68290-033a-4687-a31e-cbdf432f4089","aaid",40.7034,-89.4194,48,1.6e+12,"192.183.75.76","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dp0rt1yf2zsk"
"8273","67e7daf6-b2ee-403c-8c1b-91eee1651d56","aaid",47.562588,-122.29757,24.841,1.6e+12,"","Android","10","","US",1,"a5e0511fc20559149c4a537284dbe886","68c51e782ef7b8c46aa740711859bc8a",1,"c23n9498hhfz"
"19721","CCA0C529-E58E-463A-B2E1-A81437801616","idfa",29.38859,-82.11794,5,1.6e+12,"107.72.178.22","iOS","","","US",24,"79181a105bb9a94374311e2cd3400f2a","5998301b8c368190a04d580352f14a1e",NA,"djjx5q58cnpz"
"1404","e1bcecd5-298f-4a9d-b8e2-0fa7b9b85f01","aaid",29.8639,-90.1067,89,1.6e+12,"172.58.173.176","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9vrcvsd3cf2c"
"22480","52df4d2f-0aba-4050-b47d-785408e2c619","aaid",31.796776,-93.09152,21,1.6e+12,"104.243.160.25","Android","","","US",30,"452e95cc840058a3212ea3ce2e8a35c0704e3b60edae351fc5c64045948e3702","",1,"9vtucskvdk9g"
"20004","c4550fb0-d71a-429f-b716-a637be61fdc5","aaid",35.641136,-78.49525,23,1.6e+12,"107.13.208.197","Android","","","US",24,"79181a105bb9a94374311e2cd3400f2a","1a728c042afc54b0bfce2d46610289d5",NA,"dq24vb388jmd"
"20475","955c759d-28df-46b7-af80-6703d0055169","aaid",38.795124,-121.28193,12,1.6e+12,"","Android","","","US",24,"907602dad23f9b70a59dbfe7c62f0be1","2bfef19b8fdbfe3b5bf0cd388831d0df",NA,"9qcu8nmjypr1"
"8102","91a56c70-b32d-4642-94a5-d132e1a2f726","aaid",43.213722,-77.75713,33.02,1.6e+12,"67.253.163.216","Android","8.1","Dalvik/2.1.0 (Linux; U; Android 8.1.0; SM-T580 Build/M1AJQ)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"dr8tydffpmwy"
"4750","9f0d96af-1e33-424c-8943-e592d3303e6a","aaid",39.7436,-86.1158,4,1.6e+12,"23.25.16.221","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dp4f07h7hry4"
"4614","5f43aeb1-006b-4bac-b683-9ec25c54261f","aaid",37.7976,-122.3994,78,1.6e+12,"148.78.3.75","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9q8zn8z6zr31"
"21539","23212E31-3A3F-46A7-87D7-B65AAC410143","idfa",45.210007,-93.6607,3,1.6e+12,"68.187.144.134","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"cbj3hwnr7s1f"
"17981","08754f9e-26da-48c6-9b25-b2793bd1eab2","aaid",40.501163,-124.10703,12,1.6e+12,"","Android","","","US",24,"abdf882c25e08d9ba219fe33f17591fe","e24c17af1c270fd32eee89dc3bcea163",NA,"9ppwrvh02s14"
"12014","C00C9EBE-C724-4DAE-B52A-1B1A6B607F19","idfa",30.639744,-97.873886,18,1.6e+12,"104.10.80.9","iOS","","","US",24,"79181a105bb9a94374311e2cd3400f2a","73e3af5403866d8d8e38fd28c8c143ab",NA,"9v6qkcf3mnhz"
"6594","ca81709c-fc18-4bc9-88e0-12b3a1d5c735","aaid",38.98656,-76.96802,35.14,1.6e+12,"","Android","7","","US",1,"a5e0511fc20559149c4a537284dbe886","68c51e782ef7b8c46aa740711859bc8a",1,"dqcmb9395jwq"
"2607","27B4E635-8633-41B4-BFF3-0B559EF108FB","idfa",34.1765,-118.614,56,1.6e+12,"104.35.154.50","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9q5dkveut906"
"5900","f2550c97-9d32-4221-8a74-ebc36f280f43","aaid",34.07824,-81.14224,14.81,1.6e+12,"107.208.214.150","Android","10","Dalvik/2.1.0 (Linux; U; Android 10; SM-N970U Build/QP1A.190711.020)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"dnn3cef00sqb"
