"","device_id","id_type","latitude","longitude","horizontal_accuracy","timestamp","ip_address","device_os","os_version","user_agent","country","source_id","publisher_id","app_id","location_context","geohash"
"2124","92f7867c-d494-44f7-be21-e55a99a5dc01","aaid",47.875977,-122.248886,11.54,1.6e+12,"","Android","10","","US",1,"a5e0511fc20559149c4a537284dbe886","68c51e782ef7b8c46aa740711859bc8a",0,"c29065t1f2zs"
"6241","d8cabb02-23ac-4f06-908d-3de242bbe3e8","aaid",31.411545,-100.47801,12.86,1.6e+12,"74.197.75.43","Android","10","Dalvik/2.1.0 (Linux; U; Android 10; LM-Q720 Build/QKQ1.200308.002)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"9v8d9w61s87g"
"13303","E143401E-E826-402A-ACFD-D9A26666D2C7","idfa",33.6362,-112.0908,23,1.6e+12,"172.58.23.230","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9tbr373cp45s"
"4537","3beb89be-340f-4e57-9ec6-983640386aa8","aaid",44.7499,-93.2081,63,1.6e+12,"50.124.216.218","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9zvwwfrzjf5s"
"13580","97c3514c-5de1-4230-ae0d-140eed1a1e97","aaid",40.486183,-81.44123,794.31,1.6e+12,"99.203.187.47","Android","9","Dalvik/2.1.0 (Linux; U; Android 9; LM-Q720 Build/PKQ1.190302.001)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"dpnn6f231g8c"
"12865","fe9111ce-2147-4cc9-85c3-4850d29caf03","aaid",39.520847,-122.21172,20,1.6e+12,"","Android","","","US",24,"abdf882c25e08d9ba219fe33f17591fe","e24c17af1c270fd32eee89dc3bcea163",NA,"9r10g481s7yj"
"4579","041beb79-0f11-4470-90f2-5410d2470f09","aaid",40.7687,-89.6024,27,1.6e+12,"140.177.248.192","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dp0rcj9wbsqy"
"6878","ebe23ef2-68d0-489d-ad76-094e2d6a8cde","aaid",30.017366,-95.30847,15.22,1.6e+12,"174.235.12.167","Android","9","Dalvik/2.1.0 (Linux; U; Android 9; SM-N950U Build/PPR1.180610.011)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"9vk4z0qrzdst"
"10803","1A92C0D3-08C5-430E-85D3-454364DDDFAD","idfa",35.023197,-79.31837,65,1.6e+12,"174.193.18.172","iOS","","WRAL%20Weather/5.8.26.563 CFNetwork/1126 Darwin/19.5.0","US",24,"abdf882c25e08d9ba219fe33f17591fe","1388f5fbd74464bfc4bb211973967596",NA,"dnpx5pf0uj4u"
"19954","cd2fd606-972b-4155-babd-6d36c4f9ccc3","aaid",32.87264,-83.63607,13,1.6e+12,"104.191.48.195","Android","","","US",24,"79181a105bb9a94374311e2cd3400f2a","acc9e531d6ad8caaa36d6195a9af996f",NA,"djue0b61421b"
"21866","71433831-0D23-4A22-98FE-3D43E39031F0","idfa",42.1124,-87.979,14,1.6e+12,"71.201.1.130","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dp3rtfrdsb3e"
"5327","77a3d926-e501-450e-8b48-08a253d22130","aaid",45.529507,-122.673996,11.48,1.6e+12,"73.25.154.13","Android","10","Dalvik/2.1.0 (Linux; U; Android 10; Pixel 2 XL Build/QQ3A.200805.001)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"c20g02rs8eny"
"5719","46c9860c-b0a6-437e-ad1f-bdb64f952ea5","aaid",29.294537,-94.78363,11.54,1.6e+12,"174.240.2.30","Android","10","Dalvik/2.1.0 (Linux; U; Android 10; LM-V405 Build/QKQ1.191222.002)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"9vhwehutj36t"
"10299","1e05ab0c-0dab-4d0c-875f-43b24fb742d7","aaid",39.431572,-84.186806,22.67,1.6e+12,"216.196.226.171","Android","7.1","Dalvik/2.1.0 (Linux; U; Android 7.1.2; Z999 Build/N2G47H)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"dph0k63191zb"
"19407","ea06685d-fcfa-4db3-9d02-736f2afc3df1","aaid",35.1407,-79.0032,92,1.6e+12,"65.191.181.142","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dnpzfjptkjdb"
"11102","a040a800-57df-458d-9ed1-df80bacfcade","aaid",45.1225,-92.69579,20,1.6e+12,"","Android","","","US",24,"abdf882c25e08d9ba219fe33f17591fe","e24c17af1c270fd32eee89dc3bcea163",NA,"cbn0dwkcx7yv"
"18731","8c9237d6-1bd5-415f-abcd-16255c9a2ac6","aaid",40.31014,-79.93715,28,1.6e+12,"","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dppjkfpx96mx"
"17975","3f8cf039-16c4-4a94-a209-6edc629305db","aaid",59.642864,-151.55286,19,1.6e+12,"","Android","","","US",24,"abdf882c25e08d9ba219fe33f17591fe","e24c17af1c270fd32eee89dc3bcea163",NA,"bds5r3dsf7xx"
"20825","83B249E5-61DF-495A-AA5A-28FB517DA947","idfa",41.3497,-74.1197,49,1.6e+12,"69.126.136.221","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dr771r7xmygt"
"2716","67483588-341d-4be9-a16e-3808e8279ced","aaid",39.8602,-74.8247,93,1.6e+12,"63.155.25.22","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dr4fc2666psk"
"15663","1050A9EF-EF0F-4C7B-934C-5E4FEB3BD8F7","idfa",39.9484,-74.9875,50,1.6e+12,"174.198.196.215","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dr4em87u291p"
"10207","ce83d69f-4bf6-41a9-a0fe-e30a1dcaf7ef","aaid",41.568863,-93.80337,600,1.6e+12,"","Android","10","","US",1,"a5e0511fc20559149c4a537284dbe886","68c51e782ef7b8c46aa740711859bc8a",1,"9zmk3rqkpjew"
"13869","2ac6edbb-3d20-4d9f-97ed-4b0e34edfaa2","aaid",35.34615,-78.52962,11,1.6e+12,"","Android","","","US",24,"907602dad23f9b70a59dbfe7c62f0be1","2bfef19b8fdbfe3b5bf0cd388831d0df",NA,"dq21j486prc4"
"2257","64FCA5FD-A824-4CD4-9A11-FF67FDA15B62","idfa",32.729446,-97.06996,65,1.6e+12,"76.185.80.75","iOS","","","US",18,"2A536D6FFD39F4E4","A02C86BC7AD4759D",NA,"9vffpn5ycgn8"
"16217","33ad8b4c-bd1b-4642-adac-3290bd78a07a","aaid",25.849863,-80.37141,15,1.6e+12,"","Android","","","US",24,"abdf882c25e08d9ba219fe33f17591fe","e24c17af1c270fd32eee89dc3bcea163",NA,"dhwg51g667xx"
"20031","cc18c869-2b78-405f-849a-df478300de9f","aaid",40.583256,-73.97341,9,1.6e+12,"100.12.117.159","Android","","","US",24,"79181a105bb9a94374311e2cd3400f2a","481e1ab444c793caacf2028e3a8960f4",NA,"dr5queynwe4q"
"17948","76b4c256-2448-4800-9bb4-1b1d21076782","aaid",38.75554,-121.35277,10,1.6e+12,"","Android","","","US",24,"abdf882c25e08d9ba219fe33f17591fe","e24c17af1c270fd32eee89dc3bcea163",NA,"9qcsqx1x7s1f"
"1882","cf8e3770-737e-48f3-a4a8-24f3139cc597","aaid",33.022507,-96.729,11,1.6e+12,"47.185.254.87","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9vg5ygs4512t"
"15540","93d6eea9-c09a-457f-be0c-b66d23823995","aaid",33.1976,-96.6178,60,1.6e+12,"174.246.131.8","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9vgkc7mn41km"
"5958","eb2fc738-18ee-42ec-b7c9-f9db88fd04c3","aaid",40.210205,-80.20758,11.51,1.6e+12,"73.79.210.125","Android","11","Dalvik/2.1.0 (Linux; U; Android 11; Pixel 3 XL Build/RP1A.200720.009)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"dpnuyb497vt0"
"4173","92D8F7B6-2825-40AE-9803-64DF29B38421","idfa",47.862,-122.2532,100,1.6e+12,"63.239.63.212","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"c290611bq53k"
"17834","848d8175-4f65-4e45-b366-bcce1693b352","aaid",39.868484,-75.357124,20.08,1.6e+12,"71.225.9.169","Android","8","Dalvik/2.1.0 (Linux; U; Android 8.0.0; LG-H830 Build/OPR1.170623.032)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"dr46v1ydg8pm"
"4529","020EF4A8-ACCC-4195-B9C5-2F3FC59FE9F3","idfa",33.7667,-84.3363,82,1.6e+12,"24.240.229.220","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dnh00gh1m9np"
"5183","B0D3A882-8CFD-4437-BF27-26505E7CF144","idfa",30.173927,-85.59204,65,1.6e+12,"69.254.173.66","iOS","","","US",18,"2A536D6FFD39F4E4","A02C86BC7AD4759D",NA,"dj75skczbgsr"
"1745","29740E1D-A3AD-4E1B-97A0-3D05B3042A33","idfa",29.82,-95.75,100,1.6e+12,"104.5.87.203","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9v7cthsfp6c5"
"4475","FB58112B-F100-4228-8C5A-7835BF980CD7","idfa",40.6129,-74.416,93,1.6e+12,"172.58.236.34","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dr5p497gm90r"
"7871","604d631b-b7d2-4ff4-9397-fe1e4e27763c","aaid",38.91293,-82.79375,618.54,1.6e+12,"216.255.31.153","Android","9","Dalvik/2.1.0 (Linux; U; Android 9; LM-G710VM Build/PKQ1.181105.001)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"dnvj7gzkjzgd"
"10716","82205241-09C1-4045-9E30-E19B22AC12D4","idfa",41.97362,-87.66093,125.5,1.6e+12,"107.219.69.74","iOS","","","US",18,"2A536D6FFD39F4E4","5B7541FEC6DC6410",NA,"dp3wv1p6065k"
"19229","41AC0913-F7E4-40C9-A0E4-F17300C24099","idfa",38.7401,-90.6218,6,1.6e+12,"108.199.188.32","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9yzs3u7jqyjz"
"6154","cec05b16-9e0c-4a08-9225-e3e38e0c3ed7","aaid",32.29263,-90.09702,25.39,1.6e+12,"104.52.169.203","Android","9","Dalvik/2.1.0 (Linux; U; Android 9; SM-N950U Build/PPR1.180610.011)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"9vxzty9q5nqk"
"8361","1452f4ac-4073-4fbc-a085-42141b97ca43","aaid",40.359814,-75.2858,244.055,1.6e+12,"","Android","10","","US",16,"388","",NA,"dr4mwg68cy8f"
"18048","5ED7B1B0-B3C6-4611-8803-1C672D0C7B10","idfa",30.025373,-90.03665,29,1.6e+12,"104.12.120.16","iOS","","","US",30,"31bcca818c030515d9672e63bbedcbafdaf19a95b92c5cf1248013f15678f4eb","",1,"9vrfz1vq3zq9"
"21672","6F6108DB-1E32-4B0B-9321-76E79A5FD379","idfa",45.0139,-93.1545,17,1.6e+12,"97.116.83.162","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"cbjb04wbyz21"
"19470","1b159d7b-031e-49a0-a23c-6f2c0bbbbfb8","aaid",38.37198,-81.82853,20,1.6e+12,"","Android","","","US",24,"907602dad23f9b70a59dbfe7c62f0be1","2bfef19b8fdbfe3b5bf0cd388831d0df",NA,"dnvf3cqkcp61"
"12801","AEB5F4BA-97A2-4CAE-8ABB-7A1389F7713C","idfa",33.085503,-80.21551,2000,1.6e+12,"107.77.232.171","iOS","","WRAL%20Weather/5.8.22.556 CFNetwork/1121.2.2 Darwin/19.3.0","US",24,"abdf882c25e08d9ba219fe33f17591fe","1388f5fbd74464bfc4bb211973967596",NA,"djyunxhc50wq"
"12348","c6d331de-3f59-482a-9535-6046ad9151ae","aaid",29.642708,-95.50291,26,1.6e+12,"104.10.140.174","Android","","","US",24,"79181a105bb9a94374311e2cd3400f2a","911b098294a45176fd3b52f21ae76935",NA,"9vk0du2ckcpr"
"11829","CBB1CFED-D945-4197-A6AB-155EF7C9AB51","idfa",29.651308,-82.31535,17,1.6e+12,"104.12.10.81","iOS","","","US",24,"79181a105bb9a94374311e2cd3400f2a","3843b5f899f3b5820a22270b10d76759",NA,"djm2wvgg3hry"
"15070","562984D3-F013-4B0D-A774-76DD6884E739","idfa",39.1994,-96.63438,33,1.6e+12,"104.3.204.137","iOS","","","US",30,"d38cfe38cb5184c11739b5fbe7fc453f4b00c47a345cc96d9db773e44de616ce","",1,"9ygr100cpf4k"
"21113","7a73d170-5f2f-4d5c-89a9-db2974a6ba99","aaid",35.8451,-86.4901,93,1.6e+12,"174.195.5.228","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dn67zv7ufej2"
"3406","3097F8AE-FE44-4754-A506-469E7F0DAA68","idfa",41.8783,-87.6907,47,1.6e+12,"107.77.208.20","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dp3whx9wf8vk"
"16745","5192c6f9-4a5a-489a-b89b-888f1b118cc4","aaid",38.458614,-82.64599,12,1.6e+12,"104.10.206.196","Android","","","US",30,"5b150ac3a4dfbe8fe78b7dfe735fe37d7b09dad621625005a37c556b91e16d69","",1,"dnv4z35j8vk6"
"15245","5881c271-9789-4302-998f-be37255bc801","aaid",38.343807,-98.20502,33,1.6e+12,"104.49.91.1","Android","","","US",30,"8956aa3a69b183665fe3e66cf003d10a1a60929e0a477e0cc69a154cbe66a003","",1,"9yf4jk32c5xz"
"18006","3f7a6861-33e2-4d83-9f62-3f351b020d3b","aaid",39.888374,-75.28203,15,1.6e+12,"","Android","","","US",24,"abdf882c25e08d9ba219fe33f17591fe","e24c17af1c270fd32eee89dc3bcea163",NA,"dr46yvmq9egj"
"12923","e152f91c-1e73-4589-84d9-e5fc2a1ac681","aaid",40.841286,-73.41406,4059.7466,1.6e+12,"68.132.71.50","Android","9","Mozilla/5.0 (Linux; Android 9; moto e6 Build/PCBS29.73-109-6-3-2; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36","US",24,"8b9b2a36b50aaabc1a7691242322d5c8","24c3a933bed9363904edcd0afa05b699",NA,"dr7b36vt8r7q"
"21385","89aad3e1-20b8-4b84-a9f8-415390a61efb","aaid",47.68,-122.29,100,1.6e+12,"73.193.120.19","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"c23p1pzhhkq0"
"19030","99681c83-9bc0-4362-b775-3efd0d9b46b7","aaid",42.94639,-70.83575,13,1.6e+12,"","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"drtsk44uz7nb"
"11713","c39857db-ad41-4a3a-beaf-d8c530305fd2","aaid",31.102365,-97.438576,8,1.6e+12,"104.1.112.210","Android","","","US",24,"79181a105bb9a94374311e2cd3400f2a","0be5d24804fd307805b89da26d15acc4",NA,"9vd8ywp2kt5u"
"11411","e231ee61-673e-4115-b022-ddf531f89183","aaid",40.6805,-73.951584,11.424,1.6e+12,"","Android","8.0.0","","US",1,"a5e0511fc20559149c4a537284dbe886","68c51e782ef7b8c46aa740711859bc8a",1,"dr5rmjwj54y7"
"6593","662fad96-de17-41b9-ad6d-a37666f8ba47","aaid",40.64209,-73.9699,18.601,1.6e+12,"","Android","10","","US",1,"a5e0511fc20559149c4a537284dbe886","68c51e782ef7b8c46aa740711859bc8a",0,"dr5rhy8v26em"
"6295","4b97caac-0511-4228-bb8d-93d8324e54a1","aaid",42.738907,-78.79318,20.4,1.6e+12,"98.4.232.127","Android","10","Dalvik/2.1.0 (Linux; U; Android 10; Pixel 2 XL Build/QQ3A.200805.001)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"dpxgph2s1v8y"
"8806","79e746c8-001b-4c97-a194-ba6414a66432","aaid",47.407978,-120.26363,16.779,1.6e+12,"","Android","7.1.1","","US",16,"388","",NA,"c26mxq6eqpxh"
"11690","c4ca33e2-4ecf-4971-a6ef-976cfb809397","aaid",40.82236,-73.95069,40,1.6e+12,"100.1.11.151","Android","","","US",24,"79181a105bb9a94374311e2cd3400f2a","481e1ab444c793caacf2028e3a8960f4",NA,"dr72jpqz2p8h"
"21943","4FE86D46-822D-4EE4-B80E-DBD71BA98A4E","idfa",39.7593,-104.9651,20,1.6e+12,"98.38.52.139","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9xj65mywxyf2"
"2701","74dca6d0-c36d-47e8-8108-63d4598b759d","aaid",42.3775,-71.9453,35,1.6e+12,"76.19.255.223","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"drsc4fe4c461"
"1608","8E4C83DB-934B-4A65-B870-1F3D7C839339","idfa",40.782,-73.9953,100,1.6e+12,"209.122.227.57","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dr72h0nk2s14"
"3044","8589d05e-e9e3-4dad-af22-3d75b3711742","aaid",31.0682,-97.392,78,1.6e+12,"174.246.201.141","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9vd8xzc33und"
"7100","04d2922a-f164-4f22-b17a-86d73640cc4e","aaid",45.08803,-87.62985,20,1.6e+12,"174.102.201.192","Android","10","Dalvik/2.1.0 (Linux; U; Android 10; U705AC Build/QP1A.190711.020)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"f018tbjbu6q1"
"22155","18c088e3-6fc8-4e8c-ad75-a92ec3876656","aaid",41.53,-83.14,100,1.6e+12,"173.89.96.74","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dpkuk073c8gh"
"9259","83C43646-96CD-4ED1-AA2C-98083489465D","idfa",41.14,-81.47,100,1.6e+12,"24.210.233.232","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dpq44173g7sp"
"16524","5a88f4b1-3b67-4e9e-9775-064edac261ea","aaid",38.233124,-85.80888,21,1.6e+12,"104.15.184.234","Android","","","US",30,"91c0a87915956aee42355a77951baa7d882f83125827a7ad688ee8ed561445fa","",1,"dnfcx25uh4fg"
"18547","078c7b48-74dd-446f-9332-038b844b1d37","aaid",29.7839,-95.2349,3,1.6e+12,"107.77.169.53","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9vk32vupccnx"
"18251","5280f6ad-e2b5-4fe0-ae55-474789b2ef71","aaid",30.813175,-91.15434,22,1.6e+12,"104.13.184.113","Android","","","US",30,"e8166e0646456c5bbdb1da26580801f61a045cecb83045bf7a2c4f6077b148ac","",1,"9vrpm9r7vb5t"
"2273","2397BFCC-E185-4A10-B537-99EF485EB7B9","idfa",37.28286,-78.39936,16.77,1.6e+12,"71.219.32.163","iOS","","","US",18,"2A536D6FFD39F4E4","A02C86BC7AD4759D",NA,"dq8hpgpk6kz9"
"2862","a7035c3d-38e9-4e43-9de5-f25514f6d21e","aaid",42.33,-71.03,100,1.6e+12,"172.58.219.1","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"drt2z9vw1h60"
"19149","94686f8e-9dc7-4250-b08a-5d7df3420ab3","aaid",38.19965,-83.41213,13,1.6e+12,"","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dnu9mfj1h6y5"
"12895","408cf5cb-d18a-46d7-9c6d-ccf40d158e53","aaid",36.785583,-119.808365,10,1.6e+12,"","Android","","","US",24,"907602dad23f9b70a59dbfe7c62f0be1","2bfef19b8fdbfe3b5bf0cd388831d0df",NA,"9qdc38w5wcb0"
"4782","B13B191D-9E61-420E-84B1-C9E82352E038","idfa",44.7843,-93.2201,61,1.6e+12,"71.195.8.226","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9zvwy8xpqnzj"
"5691","95171368-5d1c-445a-b994-160ba40737a8","aaid",33.932594,-118.28597,17.7,1.6e+12,"45.49.52.183","Android","10","Dalvik/2.1.0 (Linux; U; Android 10; SM-T387V Build/QP1A.190711.020)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"9q5ch34z9n41"
"4205","026E39FD-87B2-430F-811D-0CBE0F496F13","idfa",44.0185,-121.2984,80,1.6e+12,"72.35.137.86","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9rcdrv34q7ku"
"528","80fa7a27-eb22-4c8d-a85d-7b769fab1400","aaid",41.6672,-87.5625,59,1.6e+12,"76.229.204.167","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dp3tp3qcjbew"
"13557","54670e01-54ec-4316-82a8-6ed2d7cd9330","aaid",30.277422,-92.0171,7.5,1.6e+12,"68.226.130.222","Android","9","Dalvik/2.1.0 (Linux; U; Android 9; SM-N950U Build/PPR1.180610.011)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"9vqs4pg4y0x1"
"2451","CC8C0370-8AAB-4098-8B9E-64B8ADAACA18","idfa",33.501465,-82.09421,65,1.6e+12,"174.56.235.232","iOS","","","US",18,"2A536D6FFD39F4E4","A02C86BC7AD4759D",NA,"djvwefub4m9y"
"17751","78f8e675-9446-4fef-b23b-ee0654d1eba4","aaid",33.20192,-97.14719,17.15,1.6e+12,"172.58.108.201","Android","","","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"9vfuvk5x4qrs"
"20112","c1224de1-7dfa-4cb1-b975-d48d23e0115b","aaid",31.135517,-97.4275,6,1.6e+12,"104.1.112.91","Android","","","US",24,"79181a105bb9a94374311e2cd3400f2a","c42f42e37f52a0870286c2362dbc9c8a",NA,"9vd9nup3wc04"
"21562","d8e88d65-d498-46c2-90fc-8d7fce971ea5","aaid",40.73333,-75.24955,39,1.6e+12,"","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dr4rxxkby7hb"
"13069","266EBE16-C8D7-4E9D-AF0F-62F20C497998","idfa",32.7157,-117.161,71,1.6e+12,"172.58.29.48","iOS","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"9mudjgtyyb0j"
"8057","F5D8836C-FD6E-4455-9A07-9048AEC86F62","idfa",39.22209,-86.58509,1000,1.6e+12,"173.243.187.96","iOS","","","US",18,"2A536D6FFD39F4E4","A02C86BC7AD4759D",NA,"dnfrjsntjpuf"
"8357","ed0408ed-7187-4441-8727-2bfd634d1a26","aaid",47.84756,-122.21563,12.358,1.6e+12,"","Android","8.0.0","","US",16,"388","",NA,"c2904ymk1rvd"
"7540","98cb7064-7256-4a38-8bc5-8e8236917dad","aaid",39.3368,-82.09474,786.43,1.6e+12,"75.188.106.220","Android","8.1","Dalvik/2.1.0 (Linux; U; Android 8.1.0; LML713DL Build/OPM1.171019.019)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"dnvxgch3mygt"
"16132","b0319607-d152-4cbd-95e8-a9b9178a1824","aaid",41.618893,-87.67514,16,1.6e+12,"","Android","","","US",24,"907602dad23f9b70a59dbfe7c62f0be1","2bfef19b8fdbfe3b5bf0cd388831d0df",NA,"dp3subkzt5uv"
"16437","5d09e03f-cfc4-4b91-8b82-e66b5713ec84","aaid",38.82422,-84.647415,7,1.6e+12,"107.242.117.4","Android","","","US",30,"452e95cc840058a3212ea3ce2e8a35c0704e3b60edae351fc5c64045948e3702","",1,"dngucg9xkqbt"
"12717","e783509b-3b2f-459d-94b9-0d86b15262f1","aaid",42.434586,-71.022125,16,1.6e+12,"73.123.240.158","Android","9","Mozilla/5.0 (Linux; Android 9; moto g(7) play Build/PCYS29.148-154-8; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36","US",24,"abdf882c25e08d9ba219fe33f17591fe","823661a2451a1dc6c0a4391311da2415",NA,"drt3rugr2s14"
"16770","5afd9ea8-37ab-41c8-ba2e-6b3f10e9acd3","aaid",36.761623,-83.69492,15,1.6e+12,"107.77.111.3","Android","","","US",30,"922f18a9685627f86e0d001d53baa7ab5128e018fb1e9257523f3423f58c34ca","",1,"dns3pkppyzmc"
"5020","6F80E530-6382-4846-AD8D-72DEC8A9D86A","idfa",38.115925,-78.92363,68.05,1.6e+12,"99.203.80.142","iOS","","","US",18,"2A536D6FFD39F4E4","7E15C4A2C926073F",NA,"dnzbu4c965kk"
"19782","c912d0dd-07cd-4c29-a4ca-fd0f0df392a6","aaid",35.567,-105.85687,7,1.6e+12,"104.255.16.6","Android","","","US",24,"79181a105bb9a94374311e2cd3400f2a","79244978b5ba2d6a2f5469a1576ac690",NA,"9wkdr4v2u1dg"
"4336","90397800-05d4-49ca-b3eb-96d69aa8d738","aaid",42.7605,-83.404,47,1.6e+12,"174.230.6.53","Android","","","US",31,"17f29b073143d8cd97b5bbe492bdeffec1c5fee55cc1fe2112c8b9335f8b6121","",NA,"dpseq071czq9"
"16052","f371f814-8b2a-4930-a307-8f6d17facc7f","aaid",34.05551,-118.394554,7.3,1.6e+12,"172.58.17.144","Android","10","Dalvik/2.1.0 (Linux; U; Android 10; LM-K500 Build/QKQ1.200216.002)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"9q5c9zeewzmy"
"20122","C3BDD268-6FC5-4EE5-AF81-A48C8AC66848","idfa",32.361023,-110.97608,6,1.6e+12,"107.2.1.136","iOS","","","US",24,"79181a105bb9a94374311e2cd3400f2a","481e1ab444c793caacf2028e3a8960f4",NA,"9tc04ejstggt"
"5161","6133edfc-92fc-4bd4-986c-556b8f18c50e","aaid",21.412659,-157.79384,8.78,1.6e+12,"72.235.218.103","Android","10","Dalvik/2.1.0 (Linux; U; Android 10; SM-G988U Build/QP1A.190711.020)","US",18,"2A536D6FFD39F4E4","225AB721E79BDBEC",NA,"87zcc641c0fh"
